url_length,dot_count,hyphen_count,has_at,uses_https,digit_count,special_char_count,keyword_count,has_ip,is_shortened,domain_length,domain_dot_count,subdomain_count,path_length,query_length,query_parameter_count,suspicious_tld,domain_letter_count,digit_ratio,vowel_count,consonant_count,unique_char_count,domain_entropy,label
26,1,0,0,0,0,0,0,0,0,26,1,0,0,0,0,0,25,0.0,9,16,13,3.469670487371861,0
9,1,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,8,0.0,4,4,7,2.725480556997868,0
13,1,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,12,0.0,5,7,9,3.085055102756477,0
15,2,0,0,0,0,0,0,0,0,15,2,1,0,0,0,0,13,0.0,5,8,11,3.3735572622751855,0
16,1,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0,15,0.0,4,11,11,3.375,0
14,1,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,13,0.0,5,8,11,3.378783493486176,0
9,1,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,8,0.0,3,5,7,2.725480556997868,0
9,1,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,8,0.0,2,6,8,2.9477027792200903,0
13,1,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,12,0.0,4,8,12,3.5465935642949384,0
20,1,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0,19,0.0,8,11,13,3.621928094887362,0
24,1,1,0,0,0,0,0,0,0,24,1,0,0,0,0,0,22,0.0,7,15,15,3.7201755214643453,0
8,1,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,7,0.0,3,4,6,2.5,0
10,1,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,9,0.0,3,6,9,3.121928094887362,0
12,1,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,11,0.0,6,5,8,2.8553885422075336,0
11,1,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,10,0.0,4,6,7,2.7321588913645702,0
10,1,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,9,0.0,4,5,8,2.9219280948873623,0
11,1,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,10,0.0,5,5,11,3.459431618637298,0
17,1,0,0,0,0,0,0,0,0,17,1,0,0,0,0,0,16,0.0,7,9,11,3.263933429485634,0
9,1,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,8,0.0,1,7,8,2.94770277922009,0
15,2,1,0,0,0,0,0,0,0,15,2,1,0,0,0,0,12,0.0,1,11,8,2.840223928941852,0
15,1,1,0,0,0,0,0,0,0,15,1,0,0,0,0,0,13,0.0,7,6,13,3.5898980954642865,0
16,1,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0,15,0.0,6,9,10,3.125,0
20,1,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0,19,0.0,6,13,14,3.6464393446710153,0
13,1,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,12,0.0,4,8,12,3.5465935642949384,0
11,1,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,10,0.0,5,5,9,3.0957952550009344,0
15,2,0,0,0,0,0,0,0,0,15,2,1,0,0,0,0,13,0.0,5,8,10,3.189898095464288,0
10,1,0,0,0,2,0,0,0,0,10,1,0,0,0,0,0,7,0.2,3,4,9,3.121928094887362,0
13,1,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,12,0.0,4,8,10,3.238901256602631,0
8,1,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,7,0.0,3,4,8,3.0,0
11,2,0,0,0,0,0,0,0,0,11,2,1,0,0,0,0,9,0.0,3,6,9,3.095795255000934,0
12,1,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,11,0.0,5,6,10,3.2516291673878226,0
11,1,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,10,0.0,4,6,9,3.0957952550009344,0
26,1,0,0,0,0,0,0,0,0,26,1,0,0,0,0,0,25,0.0,9,16,17,3.9500637564362093,0
15,1,1,0,0,0,0,0,0,0,15,1,0,0,0,0,0,13,0.0,5,8,11,3.3735572622751855,0
16,2,0,0,0,0,0,0,0,0,16,2,1,0,0,0,0,14,0.0,6,8,12,3.5,0
13,1,1,0,0,0,0,0,0,0,13,1,0,0,0,0,0,11,0.0,5,6,8,2.7773627950641693,0
10,1,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,9,0.0,5,4,8,2.9219280948873623,0
13,2,0,0,0,0,0,0,0,0,13,2,1,0,0,0,0,11,0.0,5,6,10,3.238901256602631,0
23,1,0,0,0,0,0,0,0,0,23,1,0,0,0,0,0,22,0.0,7,15,16,3.849223912390625,0
15,1,0,0,0,0,0,0,0,0,15,1,0,0,0,0,0,14,0.0,4,10,12,3.5068905956085183,0
10,1,0,0,0,1,0,0,0,0,10,1,0,0,0,0,0,8,0.1,2,6,8,2.9219280948873623,0
14,1,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,13,0.0,4,9,11,3.378783493486176,0
7,1,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,6,0.0,1,5,6,2.521640636343318,0
9,1,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,8,0.0,3,5,8,2.94770277922009,0
16,2,0,0,0,0,0,0,0,0,16,2,1,0,0,0,0,14,0.0,5,9,13,3.625,0
14,1,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,13,0.0,5,8,9,3.09306920777189,0
9,1,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,8,0.0,2,6,8,2.94770277922009,0
15,1,0,0,0,2,0,0,0,0,15,1,0,0,0,0,0,12,0.13333333333333333,4,8,14,3.773557262275185,0
10,1,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,9,0.0,3,6,7,2.6464393446710157,0
11,1,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,10,0.0,3,7,7,2.663532754804255,0
9,1,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,8,0.0,4,4,7,2.725480556997868,0
14,2,0,0,0,0,0,0,0,0,14,2,1,0,0,0,0,12,0.0,5,7,10,3.2359263506290326,0
18,2,0,0,0,0,0,0,0,0,18,2,1,0,0,0,0,16,0.0,6,10,13,3.5724312513221195,0
13,1,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,12,0.0,4,8,9,2.931208948910323,0
18,1,0,0,0,0,0,0,0,0,18,1,0,0,0,0,0,17,0.0,5,12,12,3.4613201402110083,0
12,1,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,11,0.0,3,8,10,3.2516291673878226,0
14,1,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,13,0.0,5,8,9,3.09306920777189,0
11,1,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,10,0.0,4,6,10,3.277613436819116,0
13,1,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,12,0.0,4,8,10,3.238901256602631,0
17,1,0,0,0,0,0,0,0,0,17,1,0,0,0,0,0,16,0.0,6,10,12,3.4548223999466066,0
10,1,1,0,0,0,0,0,0,0,10,1,0,0,0,0,0,8,0.0,3,5,9,3.121928094887362,0
9,1,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,8,0.0,2,6,7,2.6416041678685933,0
11,1,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,10,0.0,3,7,8,2.9139770731827523,0
16,1,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0,15,0.0,6,9,11,3.327819531114783,0
5,1,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,4,0.0,0,4,5,2.321928094887362,0
14,1,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,13,0.0,7,6,9,2.950212064914747,0
9,2,0,0,0,0,0,0,0,0,9,2,1,0,0,0,0,7,0.0,2,5,7,2.725480556997868,0
15,1,0,0,0,0,0,0,0,0,15,1,0,0,0,0,0,14,0.0,6,8,12,3.5068905956085192,0
11,1,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,10,0.0,4,6,10,3.277613436819116,0
10,1,0,0,0,0,0,0,0,1,10,1,0,0,0,0,0,9,0.0,3,6,8,2.9219280948873623,0
10,1,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,9,0.0,4,5,8,2.9219280948873623,0
10,1,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,9,0.0,3,6,8,2.9219280948873623,0
12,1,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,11,0.0,4,7,10,3.2516291673878226,0
8,2,0,0,0,0,0,0,0,1,8,2,1,0,0,0,0,6,0.0,1,5,7,2.75,0
12,1,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,11,0.0,4,7,9,3.0849625007211556,0
8,1,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,7,0.0,4,3,7,2.75,0
12,1,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,11,0.0,5,6,8,2.8553885422075336,0
14,1,0,0,0,2,0,0,0,0,14,1,0,0,0,0,0,11,0.14285714285714285,5,6,11,3.2359263506290326,0
14,1,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,13,0.0,6,7,11,3.378783493486176,0
11,1,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,10,0.0,3,7,8,2.9139770731827523,0
17,1,0,0,0,0,0,0,0,0,17,1,0,0,0,0,0,16,0.0,6,10,11,3.337175341123077,0
9,1,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,8,0.0,1,7,8,2.94770277922009,0
9,1,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,8,0.0,3,5,8,2.9477027792200903,0
21,1,0,0,0,0,0,0,0,1,21,1,0,0,0,0,0,20,0.0,6,14,13,3.594465636961452,0
7,1,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,6,0.0,1,5,7,2.807354922057604,0
20,1,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0,19,0.0,6,13,15,3.821928094887362,0
17,1,0,0,0,0,0,0,0,0,17,1,0,0,0,0,0,16,0.0,6,10,13,3.6168746059562227,0
11,1,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,10,0.0,4,6,8,2.8453509366224368,0
8,2,0,0,0,0,0,0,0,0,8,2,1,0,0,0,0,6,0.0,3,3,6,2.5,0
8,1,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,7,0.0,3,4,7,2.75,0
9,1,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,8,0.0,3,5,7,2.725480556997868,0
9,1,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,8,0.0,3,5,9,3.169925001442312,0
13,1,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,12,0.0,6,6,9,3.0850551027564768,0
12,1,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,11,0.0,5,6,9,3.0220552088742,0
19,1,1,0,0,0,0,0,0,0,19,1,0,0,0,0,0,17,0.0,7,10,14,3.6421498816369033,0
17,1,0,0,0,0,0,0,0,0,17,1,0,0,0,0,0,16,0.0,5,11,12,3.4992275471326932,0
11,1,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,10,0.0,4,6,9,3.0957952550009344,0
9,1,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,8,0.0,2,6,9,3.169925001442312,0
8,1,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,7,0.0,2,5,8,3.0,0
10,1,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,9,0.0,4,5,9,3.121928094887362,0
17,1,0,0,0,0,0,0,0,0,17,1,0,0,0,0,0,16,0.0,7,9,11,3.337175341123077,0
16,1,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0,15,0.0,6,9,13,3.577819531114783,0
12,1,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,11,0.0,4,7,10,3.2516291673878226,0
13,1,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,12,0.0,5,7,10,3.180832987205441,0
11,2,0,0,0,0,0,0,0,0,11,2,1,0,0,0,0,9,0.0,3,6,8,2.9139770731827523,0
10,1,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,9,0.0,4,5,7,2.6464393446710157,0
13,2,0,0,0,0,0,0,0,0,13,2,1,0,0,0,0,11,0.0,2,9,11,3.3927474104487847,0
12,1,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,11,0.0,4,7,9,3.0220552088742005,0
15,1,0,0,0,0,0,0,0,0,15,1,0,0,0,0,0,14,0.0,5,9,13,3.640223928941852,0
12,1,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,11,0.0,4,7,11,3.418295834054489,0
10,1,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,9,0.0,3,6,8,2.8464393446710154,0
16,1,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0,15,0.0,5,10,10,3.202819531114783,0
11,1,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,10,0.0,3,7,8,2.8453509366224368,0
9,1,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,8,0.0,3,5,6,2.5032583347756456,0
14,1,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,13,0.0,5,8,12,3.521640636343319,0
13,1,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,12,0.0,4,8,9,3.085055102756477,0
12,1,0,0,0,1,0,0,0,0,12,1,0,0,0,0,0,10,0.08333333333333333,3,7,11,3.418295834054489,0
10,2,0,0,0,0,0,0,0,0,10,2,1,0,0,0,0,8,0.0,2,6,7,2.7219280948873625,0
17,1,0,0,0,0,0,0,0,0,17,1,0,0,0,0,0,16,0.0,7,9,12,3.381580488309164,0
11,2,0,0,0,0,0,0,0,0,11,2,1,0,0,0,0,9,0.0,4,5,7,2.7321588913645702,0
11,1,0,0,0,2,0,0,0,0,11,1,0,0,0,0,0,8,0.18181818181818182,3,5,10,3.277613436819116,0
11,1,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,10,0.0,3,7,9,3.0957952550009344,0
12,1,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,11,0.0,3,8,9,3.084962500721156,0
17,1,0,0,0,0,0,0,0,0,17,1,0,0,0,0,0,16,0.0,7,9,12,3.4548223999466066,0
13,1,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,12,0.0,3,9,9,3.085055102756477,0
9,1,1,0,0,0,0,0,0,0,9,1,0,0,0,0,0,7,0.0,2,5,8,2.94770277922009,0
24,1,0,0,0,4,0,0,0,0,24,1,0,0,0,0,0,19,0.16666666666666666,7,12,17,3.938721875540868,0
11,1,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,10,0.0,4,6,9,3.0957952550009344,0
11,1,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,10,0.0,3,7,9,3.095795255000934,0
11,1,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,10,0.0,4,6,11,3.459431618637298,0
10,1,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,9,0.0,1,8,7,2.721928094887362,0
20,1,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0,19,0.0,9,10,13,3.584183719779188,0
9,1,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,8,0.0,3,5,8,2.9477027792200903,0
17,1,0,0,0,0,0,0,0,0,17,1,0,0,0,0,0,16,0.0,7,9,13,3.572469458770136,0
19,1,0,0,0,0,0,0,0,1,19,1,0,0,0,0,0,18,0.0,6,12,12,3.40582225028569,0
8,1,0,0,0,3,0,0,0,0,8,1,0,0,0,0,0,4,0.375,2,2,8,3.0,0
14,1,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,13,0.0,4,9,10,3.2359263506290326,0
7,1,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,6,0.0,1,5,6,2.521640636343318,0
10,1,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,9,0.0,2,7,9,3.1219280948873624,0
10,1,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,9,0.0,2,7,9,3.121928094887362,0
10,1,0,0,0,0,0,0,0,1,10,1,0,0,0,0,0,9,0.0,3,6,8,2.9219280948873623,0
13,2,0,0,0,0,0,0,0,0,13,2,1,0,0,0,0,11,0.0,3,8,10,3.238901256602631,0
17,1,0,0,0,0,0,0,0,0,17,1,0,0,0,0,0,16,0.0,7,9,13,3.572469458770136,0
9,1,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,8,0.0,3,5,7,2.725480556997868,0
10,1,1,0,0,0,0,0,0,0,10,1,0,0,0,0,0,8,0.0,2,6,10,3.321928094887362,0
11,1,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,10,0.0,3,7,10,3.2776134368191165,0
11,2,0,0,0,0,0,0,0,0,11,2,1,0,0,0,0,9,0.0,2,7,10,3.277613436819116,0
15,2,0,0,0,0,0,0,0,0,15,2,1,0,0,0,0,13,0.0,4,9,10,3.2402239289418526,0
14,1,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,13,0.0,6,7,9,2.950212064914747,0
17,1,1,0,0,0,0,0,0,0,17,1,0,0,0,0,0,15,0.0,5,10,10,3.1018812234760182,0
12,1,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,11,0.0,4,7,10,3.2516291673878226,0
12,1,0,0,0,1,0,0,0,0,12,1,0,0,0,0,0,10,0.08333333333333333,5,5,11,3.418295834054489,0
9,2,0,0,0,0,0,0,0,0,9,2,1,0,0,0,0,7,0.0,3,4,7,2.725480556997868,0
13,2,0,0,0,0,0,0,0,0,13,2,1,0,0,0,0,11,0.0,3,8,7,2.66122625626979,0
13,1,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,12,0.0,4,8,11,3.3927474104487847,0
23,1,0,0,0,0,0,0,0,0,23,1,0,0,0,0,0,22,0.0,5,17,13,3.5883543471732335,0
20,1,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0,19,0.0,9,10,13,3.3464393446710154,0
10,1,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,9,0.0,4,5,8,2.9219280948873623,0
12,1,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,11,0.0,4,7,10,3.188721875540867,0
9,1,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,8,0.0,4,4,9,3.169925001442312,0
9,1,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,8,0.0,2,6,9,3.169925001442312,0
10,2,0,0,0,0,0,0,0,0,10,2,1,0,0,0,0,8,0.0,1,7,7,2.7219280948873625,0
15,1,0,0,0,0,0,0,0,0,15,1,0,0,0,0,0,14,0.0,6,8,12,3.5068905956085183,0
18,2,0,0,0,0,0,0,0,0,18,2,1,0,0,0,0,16,0.0,6,10,12,3.4613201402110083,0
13,1,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,12,0.0,3,9,12,3.546593564294939,0
20,1,0,0,0,2,0,0,0,0,20,1,0,0,0,0,0,17,0.1,5,12,13,3.584183719779189,0
12,1,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,11,0.0,4,7,12,3.584962500721156,0
14,1,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,13,0.0,6,7,9,3.039148671903071,0
15,2,0,0,0,0,0,0,0,0,15,2,1,0,0,0,0,13,0.0,5,8,9,3.1068905956085193,0
8,1,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,7,0.0,2,5,8,3.0,0
11,1,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,10,0.0,4,6,9,3.0957952550009344,0
13,1,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,12,0.0,7,5,10,3.238901256602631,0
14,1,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,13,0.0,5,8,11,3.378783493486176,0
11,1,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,10,0.0,3,7,10,3.277613436819116,0
23,2,0,0,0,0,0,0,0,0,23,2,1,0,0,0,0,21,0.0,6,15,13,3.5342190211803413,0
21,1,0,0,0,0,0,0,0,0,21,1,0,0,0,0,0,20,0.0,7,13,16,3.880179922675737,0
15,1,0,0,0,0,0,0,0,1,15,1,0,0,0,0,0,14,0.0,3,11,10,3.1068905956085184,0
15,1,0,0,0,0,0,0,0,1,15,1,0,0,0,0,0,14,0.0,4,10,10,3.139572261986723,0
11,1,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,10,0.0,4,6,11,3.459431618637298,0
10,1,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,9,0.0,5,4,7,2.6464393446710153,0
8,1,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,7,0.0,2,5,8,3.0,0
15,1,0,0,0,0,0,0,0,0,15,1,0,0,0,0,0,14,0.0,5,9,12,3.5068905956085183,0
16,1,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0,15,0.0,6,9,12,3.5,0
14,2,0,0,0,0,0,0,0,1,14,2,1,0,0,0,0,12,0.0,6,6,10,3.2359263506290326,0
13,1,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,12,0.0,4,8,11,3.3927474104487847,0
8,1,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,7,0.0,4,3,8,3.0,0
11,1,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,10,0.0,3,7,9,3.0957952550009344,0
6,1,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,5,0.0,2,3,6,2.584962500721156,0
13,1,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,12,0.0,4,8,12,3.5465935642949384,0
19,1,1,0,0,0,0,0,0,0,19,1,0,0,0,0,0,17,0.0,8,9,13,3.5766176449086657,0
13,1,1,0,0,0,0,0,0,0,13,1,0,0,0,0,0,11,0.0,3,8,12,3.546593564294939,0
15,1,0,0,0,0,0,0,0,1,15,1,0,0,0,0,0,14,0.0,5,9,9,3.056564762130954,0
22,1,0,0,0,0,0,1,0,0,22,1,0,0,0,0,0,21,0.0,6,15,13,3.5160276412662297,0
13,1,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,12,0.0,4,8,10,3.1808329872054406,0
6,1,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,5,0.0,1,4,6,2.584962500721156,0
16,1,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0,15,0.0,5,10,12,3.452819531114783,0
15,2,0,0,0,0,0,0,0,0,15,2,1,0,0,0,0,13,0.0,4,9,10,3.2402239289418526,0
10,1,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,9,0.0,3,6,9,3.121928094887362,0
12,1,1,0,0,0,0,0,0,0,12,1,0,0,0,0,0,10,0.0,4,6,11,3.4182958340544896,0
21,1,1,0,0,0,0,0,0,0,21,1,0,0,0,0,0,19,0.0,7,12,14,3.689703732199548,0
10,2,0,0,0,0,0,0,0,0,10,2,1,0,0,0,0,8,0.0,3,5,8,2.9219280948873623,0
11,2,0,0,0,0,0,0,0,0,11,2,1,0,0,0,0,9,0.0,4,5,9,3.095795255000934,0
10,1,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,9,0.0,3,6,9,3.121928094887362,0
7,1,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,6,0.0,1,5,7,2.807354922057604,0
15,2,0,0,0,0,0,0,0,0,15,2,1,0,0,0,0,13,0.0,6,7,11,3.3735572622751855,0
16,1,1,0,0,0,0,0,0,0,16,1,0,0,0,0,0,14,0.0,6,8,13,3.625,0
10,2,0,0,0,0,0,0,0,0,10,2,1,0,0,0,0,8,0.0,3,5,9,3.1219280948873624,0
10,1,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,9,0.0,3,6,9,3.1219280948873624,0
10,1,1,0,0,0,0,0,0,0,10,1,0,0,0,0,0,8,0.0,1,7,9,3.121928094887362,0
17,1,0,0,0,11,0,0,0,0,17,1,0,0,0,0,0,5,0.6470588235294118,2,3,12,3.4992275471326932,0
11,2,0,0,0,0,0,0,0,0,11,2,1,0,0,0,0,9,0.0,2,7,9,3.095795255000934,0
14,1,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,13,0.0,5,8,10,3.2359263506290326,0
21,1,0,0,0,0,0,0,0,0,21,1,0,0,0,0,0,20,0.0,6,14,17,4.011365041826378,0
17,1,1,0,0,0,0,0,0,0,17,1,0,0,0,0,0,15,0.0,7,8,12,3.41041725276052,0
17,1,0,0,0,0,0,0,0,0,17,1,0,0,0,0,0,16,0.0,3,13,10,3.2195282822995477,0
19,1,0,0,0,0,0,0,0,0,19,1,0,0,0,0,0,18,0.0,8,10,10,3.11583409216322,0
14,1,1,0,0,0,0,0,0,0,14,1,0,0,0,0,0,12,0.0,4,8,9,3.039148671903071,0
13,1,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,12,0.0,4,8,10,3.238901256602631,0
9,1,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,8,0.0,3,5,7,2.725480556997868,0
11,1,1,0,0,0,0,0,0,0,11,1,0,0,0,0,0,9,0.0,3,6,10,3.277613436819116,0
11,1,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,10,0.0,6,4,8,2.8453509366224368,0
9,1,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,8,0.0,2,6,8,2.94770277922009,0
14,1,1,0,0,0,0,0,0,0,14,1,0,0,0,0,0,12,0.0,4,8,11,3.378783493486176,0
9,1,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,8,0.0,3,5,9,3.169925001442312,0
9,1,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,8,0.0,3,5,8,2.94770277922009,0
7,1,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,6,0.0,2,4,6,2.5216406363433186,0
11,1,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,10,0.0,3,7,9,3.0957952550009344,0
9,1,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,8,0.0,3,5,6,2.4193819456463714,0
18,1,0,0,0,0,0,0,0,0,18,1,0,0,0,0,0,17,0.0,6,11,14,3.6835423624332306,0
9,1,1,0,0,0,0,0,0,0,9,1,0,0,0,0,0,7,0.0,2,5,8,2.94770277922009,0
14,1,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,13,0.0,4,9,13,3.6644977792004623,0
14,1,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,13,0.0,4,9,11,3.378783493486176,0
13,1,1,0,0,0,0,0,0,0,13,1,0,0,0,0,0,11,0.0,4,7,10,3.180832987205441,0
13,1,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,12,0.0,4,8,10,3.238901256602631,0
19,1,0,0,0,0,0,0,0,0,19,1,0,0,0,0,0,18,0.0,7,11,11,3.3005590923909534,0
13,2,0,0,0,0,0,0,0,0,13,2,1,0,0,0,0,11,0.0,4,7,10,3.238901256602631,0
16,1,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0,15,0.0,6,9,12,3.5,0
13,1,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,12,0.0,4,8,9,3.085055102756477,0
16,1,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0,15,0.0,5,10,12,3.5,0
7,1,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,6,0.0,3,3,6,2.521640636343318,0
16,1,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0,15,0.0,6,9,12,3.452819531114783,0
21,1,0,0,0,0,0,0,0,0,21,1,0,0,0,0,0,20,0.0,7,13,16,3.8801799226757376,0
11,2,0,0,0,0,0,0,0,0,11,2,1,0,0,0,0,9,0.0,3,6,9,3.095795255000934,0
11,1,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,10,0.0,4,6,9,3.095795255000934,0
13,1,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,12,0.0,6,6,11,3.334679141051595,0
11,1,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,10,0.0,3,7,9,3.027169118440619,0
